source_root,relative_path,extension,size_bytes,relevance_score,matched_keywords,contains_range32,contains_32track,contains_scan_order,contains_heat_load,contains_abaqus,contains_mdb,contains_job,notes
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_1\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_1\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_1\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_1\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\Job_2D_32track_random_scan_2_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\random_scan_2_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_2\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\Job_2D_32track_random_scan_3_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\random_scan_3_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_3\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\Job_2D_32track_random_scan_4_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\random_scan_4_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_4\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\Job_2D_32track_random_scan_5_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\random_scan_5_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_5\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\Job_2D_32track_random_scan_6_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\random_scan_6_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_6\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\Job_2D_32track_random_scan_7_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\random_scan_7_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_7\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\Job_2D_32track_random_scan_8_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\random_scan_8_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_8\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\Job_2D_32track_random_scan_9_finalcool_v01.inp,.inp,108030,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\random_scan_9_32track_finalcool_v01.jnl,.jnl,27547,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\strategy_build_manifest.json,.json,27004,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\strategy_build_report.md,.md,1758,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\random_scan_9\strategy_order.json,.json,8818,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\sequential_run_logs\full20_sequential_run_live_status.json,.json,501,6,cae;track;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\sequential_run_logs\full20_sequential_run_summary_manifest.json,.json,12796,11,cae;inp;track;scan;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\sequential_run_logs\full20_sequential_run_summary_report.md,.md,2241,8,cae;track;scan;32track;full;model;lded;thermal,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\boundary_inp_summary.csv,.csv,186,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\boundary_inp_summary.md,.md,276,8,cae;inp;track;scan;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\Job_2D_32track_smartscan_proxy_variance_finalcool_v01.inp,.inp,108041,10,cae;abaqus;inp;track;scan;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\Job_2D_32track_smartscan_proxy_variance_finalcool_v01_sequential_run_manifest.json,.json,1632,11,cae;inp;track;scan;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\Job_2D_32track_smartscan_proxy_variance_finalcool_v01_sequential_run_report.md,.md,1493,8,cae;inp;track;scan;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\smartscan_proxy_variance_32track_finalcool_v01.jnl,.jnl,27558,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\strategy_build_manifest.json,.json,27101,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\strategy_build_report.md,.md,1822,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\smartscan_proxy_variance\strategy_order.json,.json,8904,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\boundary_inp_summary.csv,.csv,186,7,cae;inp;track;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\boundary_inp_summary.md,.md,276,7,cae;inp;track;32track;full;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\Job_2D_32track_windowed_max_dispersion_finalcool_v01.inp,.inp,108040,9,cae;abaqus;inp;track;32track;full;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\Job_2D_32track_windowed_max_dispersion_finalcool_v01_sequential_run_manifest.json,.json,1627,11,cae;inp;track;scan;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\Job_2D_32track_windowed_max_dispersion_finalcool_v01_sequential_run_report.md,.md,1488,8,cae;inp;track;scan;32track;full;model;lded,False,True,False,False,False,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\strategy_build_manifest.json,.json,27092,25,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\strategy_build_report.md,.md,1816,20,cae;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\strategy_order.json,.json,8896,22,cae;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\teacher_pool_full20_v01\windowed_max_dispersion\windowed_max_dispersion_32track_finalcool_v01.jnl,.jnl,27557,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\windowed_max_dispersion\strategy_build_manifest.json,.json,34614,26,cae;abaqus;inp;heat;load;track;scan;32track;full;model;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\windowed_max_dispersion\strategy_build_report.md,.md,5338,21,cae;abaqus;inp;heat;load;track;scan;32track;full;model;lded;thermal,False,True,False,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\windowed_max_dispersion\strategy_order.csv,.csv,2298,12,cae;heat;load;track;scan;32track;full;model;lded,False,False,False,True,False,False,False,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\windowed_max_dispersion\strategy_order.json,.json,8647,22,cae;abaqus;heat;load;track;scan;32track;full;model;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_full\windowed_max_dispersion\windowed_max_dispersion_32track_finalcool_v01.jnl,.jnl,27539,16,cae;jnl;heat;load;track;scan;32track;full;model;lded,False,True,False,True,False,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_gnn_U_conservative4_v01\GNNU_A01_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_gnn_U_conservative4_v01\GNNU_A01_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_gnn_U_conservative4_v01\GNNU_A01_V01\J2D_GNNU_A01_V01.inp,.inp,104143,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_gnn_U_conservative4_v01\GNNU_A01_V01\J2D_GNNU_A01_V01.jnl,.jnl,27811,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
