n,candidate_id,strategy_name,candidate_family,candidate_source,generation_method,seed_strategy,mutation_type,mutation_distance,order_json,order_compact,order_hash,is_existing_teacher_order,priority_n_role,existing_reward_mean_all,pred_reward_mean_all,pred_reward_v01_u2_primary,pred_u2_score_rank,pred_peeq_score_rank,pred_surfaceT_score_rank,tree_prediction_mean,pred_uncertainty_std,pred_rank_within_n,pred_percentile_within_n,ensemble_disagreement_flag,nearest_existing_strategy,novelty_distance_to_nearest_existing,diversity_score,selection_bucket,shortlist_rank_within_n,teacher_batch20_rank_within_n
16,RUN12_N16_C01488,N16_RUN12_N16_C01488_method_c_mutated_topology_like,method_c_inspired,method_c_inspired,method_c_mutated_topology_like,,,,"[0,15,7,11,3,5,9,13,1,2,4,12,10,8,6,14]","0,15,7,11,3,5,9,13,1,2,4,12,10,8,6,14",0275e331daee6af4,False,support_interpolation_diagnostic,,0.6973127116819496,0.7115697579330649,0.7848108389365387,0.6570807847300515,0.4056532202651159,0.6973127116819496,0.13823169772875507,167,0.8686708860759493,False,N16_A03_greedy_maximin_distance,0.05,0.05,method_c_inspired,21,
16,RUN12_N16_C01485,N16_RUN12_N16_C01485_method_c_diversity_preserved_like,method_c_inspired,method_c_inspired,method_c_diversity_preserved_like,,,,"[0,15,7,11,1,14,2,13,3,5,9,4,12,10,6,8]","0,15,7,11,1,14,2,13,3,5,9,4,12,10,6,8",4ee7afb26cfc97b7,False,support_interpolation_diagnostic,,0.5902702588938736,0.5681488152488694,0.5597427431095752,0.6428932751642491,0.42147045620967305,0.5902702588938736,0.12459187696990352,359,0.7167721518987342,False,N16_A03_greedy_maximin_distance,0.21666666666666667,0.21666666666666667,method_c_inspired,22,
16,RUN12_N16_C01486,N16_RUN12_N16_C01486_method_c_regular_jump_seed_like,method_c_inspired,method_c_inspired,method_c_regular_jump_seed_like,,,,"[0,5,15,7,10,4,11,3,9,14,13,1,8,2,6,12]","0,5,15,7,10,4,11,3,9,14,13,1,8,2,6,12",3fc5609199b189af,False,support_interpolation_diagnostic,,0.5255762383830193,0.5223665966081994,0.5082848282567601,0.5326816065259471,0.42130693067401076,0.5255762383830194,0.09354582879993543,913,0.2784810126582279,False,N16_A07_regular_jump_coprime,0.20833333333333334,0.20833333333333334,method_c_inspired,23,
16,RUN12_N16_C01487,N16_RUN12_N16_C01487_method_c_maximin_seed_like,method_c_inspired,method_c_inspired,method_c_maximin_seed_like,,,,"[0,7,15,8,11,6,3,9,5,10,13,4,1,12,2,14]","0,7,15,8,11,6,3,9,5,10,13,4,1,12,2,14",89540f37ff6cc8e2,False,support_interpolation_diagnostic,,0.5118931293997929,0.509484900179628,0.5013044948858068,0.5835238813047638,0.4250475851483609,0.5118931293997929,0.11407714016564198,933,0.2626582278481012,False,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,0.03333333333333333,0.03333333333333333,method_c_inspired,24,
24,RUN12_N24_C03770,N24_RUN12_N24_C03770_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N24_A02_odd_even_interlaced,reverse_short_segment,1,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23",f52328be9b886aa6,False,core_unseen_intermediate_N_target,,0.8347378384911193,0.882965513752606,0.8931757857674215,0.8623645457608667,0.3877933171933183,0.8347378384911193,0.10394682141434419,2,0.9992088607594937,False,N24_A02_odd_even_interlaced,0.036231884057971016,0.036231884057971016,surrogate_top,1,
24,RUN12_N24_C03428,N24_RUN12_N24_C03428_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N24_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]","0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19",85ba9118903cc6ba,False,core_unseen_intermediate_N_target,,0.82620638507642,0.879274612392062,0.8774189830463329,0.8583325162824086,0.40541171222158046,0.82620638507642,0.11953695102806776,3,0.9984177215189873,False,N24_A04_method_c_u2_first_engineering,0.010869565217391304,0.010869565217391304,surrogate_top,2,
24,RUN12_N24_C03479,N24_RUN12_N24_C03479_mutate_perturb_first_quarter,mutation,surrogate_mutation,mutate_perturb_first_quarter,N24_A04_method_c_u2_first_engineering,perturb_first_quarter,2,"[0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",e8ecb4b55f4470e7,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.8674169687969896,0.8755153183546499,0.8361771766345879,0.4211310740125003,0.8222931238041692,0.12347004929761034,4,0.997626582278481,False,N24_A04_method_c_u2_first_engineering,0.010869565217391304,0.010869565217391304,surrogate_top,3,
24,RUN12_N24_C03487,N24_RUN12_N24_C03487_mutate_perturb_first_quarter,mutation,surrogate_mutation,mutate_perturb_first_quarter,N24_A04_method_c_u2_first_engineering,perturb_first_quarter,3,"[0,6,10,8,4,2,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,6,10,8,4,2,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",0e78a7738b4ef1d7,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.8674169687969896,0.8755153183546499,0.8369708274282388,0.4211310740125003,0.8222931238041692,0.12347004929761034,5,0.9968354430379747,False,N24_A04_method_c_u2_first_engineering,0.028985507246376812,0.028985507246376812,surrogate_top,4,
24,RUN12_N24_C03489,N24_RUN12_N24_C03489_mutate_perturb_first_quarter,mutation,surrogate_mutation,mutate_perturb_first_quarter,N24_A04_method_c_u2_first_engineering,perturb_first_quarter,1,"[0,6,8,4,2,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,6,8,4,2,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",9b1626b9b8c1ba37,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.8674169687969896,0.8755153183546499,0.8493810907760019,0.4211310740125003,0.8222931238041692,0.12347004929761034,6,0.9960443037974683,False,N24_A04_method_c_u2_first_engineering,0.018115942028985508,0.018115942028985508,surrogate_top,5,
24,RUN12_N24_C03496,N24_RUN12_N24_C03496_mutate_perturb_first_quarter,mutation,surrogate_mutation,mutate_perturb_first_quarter,N24_A04_method_c_u2_first_engineering,perturb_first_quarter,2,"[0,4,8,10,6,2,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,4,8,10,6,2,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",3c5aa3d3eeaa5a24,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.8674169687969896,0.8755153183546499,0.8369708274282388,0.4211310740125003,0.8222931238041692,0.12347004929761034,7,0.995253164556962,False,N24_A04_method_c_u2_first_engineering,0.021739130434782608,0.021739130434782608,surrogate_top,6,
24,RUN12_N24_C03523,N24_RUN12_N24_C03523_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N24_A04_method_c_u2_first_engineering,parity_preserving_swap,1,"[0,2,4,6,8,10,12,22,16,18,20,14,11,9,7,5,3,1,13,15,17,19,21,23]","0,2,4,6,8,10,12,22,16,18,20,14,11,9,7,5,3,1,13,15,17,19,21,23",509d840b265cf619,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.8692175640350848,0.8756428693750581,0.8502739479188591,0.4191469470283733,0.8222931238041692,0.12347004929761034,8,0.9944620253164557,False,N24_A04_method_c_u2_first_engineering,0.025362318840579712,0.025362318840579712,surrogate_top,7,
24,RUN12_N24_C03528,N24_RUN12_N24_C03528_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N24_A04_method_c_u2_first_engineering,parity_preserving_swap,1,"[0,2,8,6,4,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,2,8,6,4,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",0fe18ccdef6bb5bb,False,core_unseen_intermediate_N_target,,0.8222931238041691,0.871315778320799,0.873892357342288,0.8560802487087126,0.4093925398585934,0.8222931238041692,0.12347004929761034,9,0.9936708860759493,False,N24_A04_method_c_u2_first_engineering,0.010869565217391304,0.010869565217391304,surrogate_top,8,
24,RUN12_N24_C03393,N24_RUN12_N24_C03393_mutate_swap_two_positions,mutation,surrogate_mutation,mutate_swap_two_positions,N24_A04_method_c_u2_first_engineering,swap_two_positions,1,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,3,5,7,1,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,18,20,22,11,9,3,5,7,1,13,15,17,19,21,23",0ea203722243266f,False,core_unseen_intermediate_N_target,,0.8214756634867089,0.871315778320799,0.8733963255962561,0.8560802487087126,0.4093925398585934,0.8214756634867089,0.12340842097349422,10,0.992879746835443,False,N24_A04_method_c_u2_first_engineering,0.010869565217391304,0.010869565217391304,surrogate_top,9,
24,RUN12_N24_C03430,N24_RUN12_N24_C03430_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N24_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,20,22,11,7,9,5,3,1,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,18,20,22,11,7,9,5,3,1,13,15,17,19,21,23",56a56fb3a11d8329,False,core_unseen_intermediate_N_target,,0.8214756634867089,0.8735380005430212,0.8745868017867323,0.8560802487087126,0.4093925398585934,0.8214756634867089,0.12340842097349422,11,0.9920886075949367,False,N24_A04_method_c_u2_first_engineering,0.0036231884057971015,0.0036231884057971015,surrogate_top,10,
24,RUN12_N24_C03898,N24_RUN12_N24_C03898_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N24_A02_odd_even_interlaced,parity_preserving_swap,1,"[0,2,4,6,8,10,12,14,16,22,20,18,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,22,20,18,1,3,5,7,9,11,13,15,17,19,21,23",38cbf4e6c5d1426d,False,core_unseen_intermediate_N_target,,0.818670774999056,0.8718077756573679,0.8907948333864691,0.8588923235386446,0.35835408275912317,0.818670774999056,0.09424231326360143,16,0.9881329113924051,False,N24_A02_odd_even_interlaced,0.010869565217391304,0.010869565217391304,U2_primary_top,11,
24,RUN12_N24_C03757,N24_RUN12_N24_C03757_mutate_swap_two_positions,mutation,surrogate_mutation,mutate_swap_two_positions,N24_A02_odd_even_interlaced,swap_two_positions,1,"[0,2,4,6,8,10,12,14,16,18,22,20,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,18,22,20,1,3,5,7,9,11,13,15,17,19,21,23",ea48dd957d06b9d8,False,core_unseen_intermediate_N_target,,0.8183580095640081,0.8653497907075351,0.8957461082804846,0.8455618246724314,0.35835408275912317,0.8183580095640081,0.08687654615856218,17,0.9873417721518988,False,N24_A02_odd_even_interlaced,0.0036231884057971015,0.0036231884057971015,U2_primary_top,12,
24,RUN12_N24_C03772,N24_RUN12_N24_C03772_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N24_A02_odd_even_interlaced,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,20,22,3,1,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,18,20,22,3,1,5,7,9,11,13,15,17,19,21,23",928daa468ad8897d,False,core_unseen_intermediate_N_target,,0.8183580095640081,0.8653497907075351,0.8957461082804846,0.8455618246724314,0.35835408275912317,0.8183580095640081,0.08687654615856218,18,0.9865506329113924,False,N24_A02_odd_even_interlaced,0.0036231884057971015,0.0036231884057971015,U2_primary_top,13,
24,RUN12_N24_C03893,N24_RUN12_N24_C03893_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N24_A02_odd_even_interlaced,parity_preserving_swap,1,"[0,2,6,4,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,6,4,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23",eaa82007fc4a240d,False,core_unseen_intermediate_N_target,,0.8102759224280784,0.8565467106045264,0.8859942841637412,0.8456808722914791,0.3693624255539316,0.8102759224280784,0.09877234376352485,29,0.9778481012658228,False,N24_A02_odd_even_interlaced,0.0036231884057971015,0.0036231884057971015,U2_primary_top,14,
24,RUN12_N24_C03899,N24_RUN12_N24_C03899_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N24_A02_odd_even_interlaced,parity_preserving_swap,1,"[0,2,4,6,8,10,12,14,16,20,18,22,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,20,18,22,1,3,5,7,9,11,13,15,17,19,21,23",4eb5d120691e4dbe,False,core_unseen_intermediate_N_target,,0.8102759224280784,0.8565467106045264,0.8859942841637412,0.8456808722914791,0.3693624255539316,0.8102759224280784,0.09877234376352485,30,0.9770569620253164,False,N24_A02_odd_even_interlaced,0.0036231884057971015,0.0036231884057971015,U2_primary_top,15,
24,RUN12_N24_C03804,N24_RUN12_N24_C03804_mutate_rotate_sequence,mutation,surrogate_mutation,mutate_rotate_sequence,N24_A02_odd_even_interlaced,rotate_sequence,2,"[3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]","3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1",86481d26a31f8c7e,False,core_unseen_intermediate_N_target,,0.719315156280346,0.7639323749484741,0.7411643626927934,0.8148238125135449,0.6957568027210882,0.7193151562803458,0.1942215495915949,169,0.8670886075949367,True,N24_A01_raster_left_to_right,0.358695652173913,0.358695652173913,diversity_top,16,
24,RUN12_N24_C03441,N24_RUN12_N24_C03441_mutate_rotate_sequence,mutation,surrogate_mutation,mutate_rotate_sequence,N24_A04_method_c_u2_first_engineering,rotate_sequence,1,"[3,1,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5]","3,1,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5",4519dd33beccb789,False,core_unseen_intermediate_N_target,,0.714075685357568,0.7612212687317935,0.7302651031526051,0.8169666696564022,0.6183575799001418,0.7140756853575679,0.19689156023141516,171,0.865506329113924,True,N24_A08_block_interleaved_quarters,0.4166666666666667,0.4166666666666667,diversity_top,17,
24,RUN12_N24_C03462,N24_RUN12_N24_C03462_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N24_A04_method_c_u2_first_engineering,swap_early_late_blocks,3,"[0,12,14,11,9,1,13,15,16,18,20,22,8,10,2,4,6,3,7,5,17,19,21,23]","0,12,14,11,9,1,13,15,16,18,20,22,8,10,2,4,6,3,7,5,17,19,21,23",5fe2e50fd68eac43,False,core_unseen_intermediate_N_target,,0.6735344872745899,0.6947152409328097,0.7121672687943851,0.6973389833070939,0.4455941572071255,0.6735344872745899,0.15043647010243416,196,0.8457278481012658,True,N24_A14_graph_pointer_policy_u2first_proxy,0.2572463768115942,0.2572463768115942,diversity_top,18,
24,RUN12_N24_C03808,N24_RUN12_N24_C03808_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N24_A02_odd_even_interlaced,swap_early_late_blocks,1,"[0,2,4,6,8,10,12,17,19,21,23,22,1,3,5,7,9,11,13,15,14,16,18,20]","0,2,4,6,8,10,12,17,19,21,23,22,1,3,5,7,9,11,13,15,14,16,18,20",32723588bfab88f1,False,core_unseen_intermediate_N_target,,0.6550860006424574,0.6847597687928733,0.6674174864424746,0.7357886802373705,0.3783425345031265,0.6550860006424574,0.15222675537020533,202,0.8409810126582279,True,N24_A01_raster_left_to_right,0.2898550724637681,0.2898550724637681,diversity_top,19,
24,RUN12_N24_C03809,N24_RUN12_N24_C03809_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N24_A02_odd_even_interlaced,swap_early_late_blocks,1,"[0,17,19,21,23,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,2,4,6,8]","0,17,19,21,23,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,2,4,6,8",be8159b6e3a850be,False,core_unseen_intermediate_N_target,,0.6353106804643901,0.6627065781101703,0.649263952996375,0.7713871212979074,0.418064947205432,0.6353106804643903,0.1372725529731132,206,0.8378164556962026,False,N24_A06_edge_in_alternating,0.427536231884058,0.427536231884058,diversity_top,20,
24,RUN12_N24_C03389,N24_RUN12_N24_C03389_method_c_mutated_topology_like,method_c_inspired,method_c_inspired,method_c_mutated_topology_like,,,,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22]","0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22",cd519fa4db1b9112,False,core_unseen_intermediate_N_target,,0.5489598384131847,0.5444637239245684,0.5342802036984075,0.5417584323320271,0.41232501050948867,0.5489598384131847,0.10997570694666914,560,0.557753164556962,False,N24_A03_greedy_maximin_distance,0.0036231884057971015,0.0036231884057971015,method_c_inspired,21,
24,RUN12_N24_C03387,N24_RUN12_N24_C03387_method_c_regular_jump_seed_like,method_c_inspired,method_c_inspired,method_c_regular_jump_seed_like,,,,"[0,11,23,17,22,9,5,8,20,7,14,2,18,16,1,3,12,10,4,6,21,19,13,15]","0,11,23,17,22,9,5,8,20,7,14,2,18,16,1,3,12,10,4,6,21,19,13,15",c7a488b1e3d353a1,False,core_unseen_intermediate_N_target,,0.5239581537507676,0.5129693716710472,0.49156821922076566,0.6212954340789426,0.4207116925787726,0.5239581537507676,0.10791963902765697,921,0.2721518987341772,False,N24_A07_regular_jump_coprime,0.2210144927536232,0.2210144927536232,method_c_inspired,22,
24,RUN12_N24_C03384,N24_RUN12_N24_C03384_method_c_peeq_aware_like,method_c_inspired,method_c_inspired,method_c_peeq_aware_like,,,,"[0,23,2,4,11,17,6,8,5,14,10,12,20,1,16,18,3,7,22,9,13,15,19,21]","0,23,2,4,11,17,6,8,5,14,10,12,20,1,16,18,3,7,22,9,13,15,19,21",67bcec240d34110a,False,core_unseen_intermediate_N_target,,0.5174497414039777,0.5155321524205033,0.5161906009510666,0.586906435423925,0.42225306923044337,0.5174497414039777,0.12763665645609984,965,0.23734177215189878,False,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.018115942028985508,0.018115942028985508,method_c_inspired,23,
24,RUN12_N24_C03386,N24_RUN12_N24_C03386_method_c_diversity_preserved_like,method_c_inspired,method_c_inspired,method_c_diversity_preserved_like,,,,"[0,23,11,17,1,22,2,21,5,8,14,20,3,4,19,18,6,7,9,10,16,15,13,12]","0,23,11,17,1,22,2,21,5,8,14,20,3,4,19,18,6,7,9,10,16,15,13,12",90a118fe7d964c19,False,core_unseen_intermediate_N_target,,0.506838055328124,0.5015767891362136,0.5159765173112311,0.41479527724977294,0.4124182479693718,0.5068380553281239,0.1308709331826899,988,0.2191455696202531,False,N24_A06_edge_in_alternating,0.21014492753623187,0.21014492753623187,method_c_inspired,24,
40,RUN12_N40_C06776,N40_RUN12_N40_C06776_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A02_odd_even_interlaced,reverse_short_segment,2,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39",bb2b5c78d79354aa,False,core_large_N_target,,0.8395447829355638,0.8838405137526061,0.8933741984658341,0.8703662464411389,0.4020487210594102,0.8395447829355638,0.10432136796679892,2,0.9992088607594937,False,N40_A02_odd_even_interlaced,0.02564102564102564,0.02564102564102564,surrogate_top,1,
40,RUN12_N40_C06588,N40_RUN12_N40_C06588_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",6a6614d60f60eda1,False,core_large_N_target,,0.838407207071885,0.8845161089907013,0.8835031667198022,0.8720527543776467,0.41184178607644084,0.8384072070718849,0.11608152927012619,3,0.9984177215189873,False,N40_A04_method_c_u2_first_engineering,0.007692307692307693,0.007692307692307693,surrogate_top,2,
40,RUN12_N40_C06597,N40_RUN12_N40_C06597_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39",bae7306ba5472703,False,core_large_N_target,,0.838407207071885,0.8845161089907013,0.8813206270372628,0.8720527543776467,0.4138259130605678,0.8384072070718849,0.11608152927012619,4,0.997626582278481,False,N40_A04_method_c_u2_first_engineering,0.019230769230769232,0.019230769230769232,surrogate_top,3,
40,RUN12_N40_C06598,N40_RUN12_N40_C06598_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,3,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,7,9,11,13,15,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,7,9,11,13,15,5,3,1,21,23,25,27,29,31,33,35,37,39",019b5b56f8606713,False,core_large_N_target,,0.838407207071885,0.8845161089907013,0.8813206270372628,0.8720527543776467,0.41184178607644084,0.8384072070718849,0.11608152927012619,5,0.9968354430379747,False,N40_A04_method_c_u2_first_engineering,0.01282051282051282,0.01282051282051282,surrogate_top,4,
40,RUN12_N40_C06606,N40_RUN12_N40_C06606_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,30,28,26,24,22,20,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,30,28,26,24,22,20,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",b4c290b0a94462af,False,core_large_N_target,,0.838407207071885,0.8845161089907013,0.8813206270372628,0.8720527543776467,0.4138259130605678,0.8384072070718849,0.11608152927012619,6,0.9960443037974683,False,N40_A04_method_c_u2_first_engineering,0.019230769230769232,0.019230769230769232,surrogate_top,5,
40,RUN12_N40_C06761,N40_RUN12_N40_C06761_mutate_swap_two_positions,mutation,surrogate_mutation,mutate_swap_two_positions,N40_A02_odd_even_interlaced,swap_two_positions,1,"[0,2,4,6,8,10,12,14,16,18,38,22,24,26,28,30,32,34,36,20,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,38,22,24,26,28,30,32,34,36,20,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39",afdb406246cf2562,False,core_large_N_target,,0.838407207071885,0.8845161089907013,0.8813206270372628,0.8713384686633611,0.4138259130605678,0.8384072070718849,0.11608152927012619,7,0.995253164556962,False,N40_A02_odd_even_interlaced,0.021794871794871794,0.021794871794871794,surrogate_top,6,
40,RUN12_N40_C06559,N40_RUN12_N40_C06559_mutate_swap_two_positions,mutation,surrogate_mutation,mutate_swap_two_positions,N40_A04_method_c_u2_first_engineering,swap_two_positions,1,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,25,23,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,25,23,27,29,31,33,35,37,39",d530ee3b371338ec,False,core_large_N_target,,0.8376066118337897,0.8845161089907013,0.8846936429102784,0.8720527543776467,0.41184178607644084,0.8376066118337897,0.11629051072075623,8,0.9944620253164557,False,N40_A04_method_c_u2_first_engineering,0.001282051282051282,0.001282051282051282,surrogate_top,7,
40,RUN12_N40_C06583,N40_RUN12_N40_C06583_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,3,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,5,7,9,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,5,7,9,3,1,21,23,25,27,29,31,33,35,37,39",e7707170ca8e7f38,False,core_large_N_target,,0.8376066118337897,0.8845161089907013,0.8835031667198022,0.8720527543776467,0.41184178607644084,0.8376066118337897,0.11629051072075623,9,0.9936708860759493,False,N40_A04_method_c_u2_first_engineering,0.0038461538461538464,0.0038461538461538464,surrogate_top,8,
40,RUN12_N40_C06592,N40_RUN12_N40_C06592_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,18,16,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,18,16,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",cacefa9a3f67fec7,False,core_large_N_target,,0.8376066118337897,0.8845161089907013,0.8846936429102784,0.8720527543776467,0.41184178607644084,0.8376066118337897,0.11629051072075623,10,0.992879746835443,False,N40_A04_method_c_u2_first_engineering,0.001282051282051282,0.001282051282051282,surrogate_top,9,
40,RUN12_N40_C06594,N40_RUN12_N40_C06594_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N40_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,32,30,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,32,30,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",b18760c6d6729b71,False,core_large_N_target,,0.8376066118337897,0.8845161089907013,0.8846936429102784,0.8720527543776467,0.41184178607644084,0.8376066118337897,0.11629051072075623,11,0.9920886075949367,False,N40_A04_method_c_u2_first_engineering,0.001282051282051282,0.001282051282051282,surrogate_top,10,
