n,jnl_path,line,matched_tokens,snippet
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,106,mdb.models,"0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[7], textPoint=(
0104:     -0.0183287140280008, -0.000530393781140447), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,107,mdb.models,"0104:     -0.0183287140280008, -0.000530393781140447), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,108,mdb.models,"0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #f ]', ), ), name='section_all')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,109,mdb.models,"0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #f ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,110,mdb.models,"0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #f ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,112,mdb.models,"0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #f ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,113,mdb.models,"0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #f ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,114,set_body_heat_,"0111:     '[#ffffffff #f ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,115,mdb.models,"0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,116,mdb.models,"0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,117,set_body_heat_,"0114:     '[#0 #4 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,118,mdb.models,"0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,119,mdb.models,"0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,120,set_body_heat_,"0117:     '[#80000000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,121,mdb.models,"0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,122,mdb.models,"0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,123,set_body_heat_,"0120:     '[#20000000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,124,mdb.models,"0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,125,mdb.models,"0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,126,set_body_heat_,"0123:     '[#8000000 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,127,mdb.models,"0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,128,mdb.models,"0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,129,set_body_heat_,"0126:     '[#2000000 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,130,mdb.models,"0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,131,mdb.models,"0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,132,set_body_heat_,"0129:     '[#800000 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,133,mdb.models,"0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,134,mdb.models,"0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,135,set_body_heat_,"0132:     '[#200000 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,136,mdb.models,"0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,137,mdb.models,"0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,138,set_body_heat_,"0135:     '[#80000 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,139,mdb.models,"0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,140,mdb.models,"0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,141,set_body_heat_,"0138:     '[#20000 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,142,mdb.models,"0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,143,mdb.models,"0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,144,set_body_heat_,"0141:     '[#8000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,145,mdb.models,"0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,146,mdb.models,"0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,147,set_body_heat_,"0144:     '[#2000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,148,mdb.models,"0145: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,149,mdb.models,"0146:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0152:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,150,set_body_heat_,"0147:     '[#800 ]', ), ), name='set_body_heat_11')
0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0152:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0153:     '[#80 ]', ), ), name='set_body_heat_13')"
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,151,mdb.models,"0148: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0152:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0153:     '[#80 ]', ), ), name='set_body_heat_13')
0154: mdb.models['Model-1'].parts['part_plate'].Set(faces="
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,152,mdb.models,"0149:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0152:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0153:     '[#80 ]', ), ), name='set_body_heat_13')
0154: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0155:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
16,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.jnl,153,set_body_heat_,"0150:     '[#200 ]', ), ), name='set_body_heat_12')
0151: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0152:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0153:     '[#80 ]', ), ), name='set_body_heat_13')
0154: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0155:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0156:     '[#20 ]', ), ), name='set_body_heat_14')"
