"path","git_status","category","recommended_action","extension","size_bytes","tracked","untracked","ignored","relative_path_length","absolute_path_length"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B01_top_region/J2D_S3R24L64_N16_B01_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58872","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B01_top_region/J2D_S3R24L64_N16_B01_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B01_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1028","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B01_top_region/scan_order_S3R24L64_N16_B01_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1556","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B02_top_region/J2D_S3R24L64_N16_B02_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4693","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B02_top_region/J2D_S3R24L64_N16_B02_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58872","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B02_top_region/J2D_S3R24L64_N16_B02_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B02_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1031","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B02_top_region/scan_order_S3R24L64_N16_B02_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1559","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B03_model_disagreement/J2D_S3R24L64_N16_B03_model_disagreement.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4741","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B03_model_disagreement/J2D_S3R24L64_N16_B03_model_disagreement.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58880","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B03_model_disagreement/J2D_S3R24L64_N16_B03_model_disagreement.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B03_model_disagreement/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1038","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B03_model_disagreement/scan_order_S3R24L64_N16_B03_model_disagreement.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1557","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B04_uncertainty_calibration/J2D_S3R24L64_N16_B04_uncertainty_calibration.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4771","False","True","False","175","202"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B04_uncertainty_calibration/J2D_S3R24L64_N16_B04_uncertainty_calibration.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58885","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B04_uncertainty_calibration/J2D_S3R24L64_N16_B04_uncertainty_calibration.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","185","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B04_uncertainty_calibration/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1032","False","True","False","135","162"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B04_uncertainty_calibration/scan_order_S3R24L64_N16_B04_uncertainty_calibration.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1556","False","True","False","167","194"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B05_diversity_coverage/J2D_S3R24L64_N16_B05_diversity_coverage.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4741","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B05_diversity_coverage/J2D_S3R24L64_N16_B05_diversity_coverage.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58880","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B05_diversity_coverage/J2D_S3R24L64_N16_B05_diversity_coverage.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B05_diversity_coverage/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1039","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B05_diversity_coverage/scan_order_S3R24L64_N16_B05_diversity_coverage.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1561","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B06_tradeoff_probe/J2D_S3R24L64_N16_B06_tradeoff_probe.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4717","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B06_tradeoff_probe/J2D_S3R24L64_N16_B06_tradeoff_probe.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58876","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B06_tradeoff_probe/J2D_S3R24L64_N16_B06_tradeoff_probe.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","176","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B06_tradeoff_probe/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1043","False","True","False","126","153"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B06_tradeoff_probe/scan_order_S3R24L64_N16_B06_tradeoff_probe.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1560","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B07_sentinel_control/J2D_S3R24L64_N16_B07_sentinel_control.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4729","False","True","False","161","188"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B07_sentinel_control/J2D_S3R24L64_N16_B07_sentinel_control.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58878","False","True","False","145","172"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B07_sentinel_control/J2D_S3R24L64_N16_B07_sentinel_control.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","178","False","True","False","145","172"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B07_sentinel_control/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1053","False","True","False","128","155"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B07_sentinel_control/scan_order_S3R24L64_N16_B07_sentinel_control.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1566","False","True","False","153","180"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B08_exploitation_reference/J2D_S3R24L64_N16_B08_exploitation_reference.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4765","False","True","False","173","200"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B08_exploitation_reference/J2D_S3R24L64_N16_B08_exploitation_reference.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58884","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B08_exploitation_reference/J2D_S3R24L64_N16_B08_exploitation_reference.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","184","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B08_exploitation_reference/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1043","False","True","False","134","161"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N16S3R24L64_N16_B08_exploitation_reference/scan_order_S3R24L64_N16_B08_exploitation_reference.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1568","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B01_top_region/J2D_S3R24L64_N24_B01_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6421","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B01_top_region/J2D_S3R24L64_N24_B01_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84572","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B01_top_region/J2D_S3R24L64_N24_B01_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B01_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1041","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B01_top_region/scan_order_S3R24L64_N24_B01_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1638","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B02_top_region/J2D_S3R24L64_N24_B02_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6421","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B02_top_region/J2D_S3R24L64_N24_B02_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84572","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B02_top_region/J2D_S3R24L64_N24_B02_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B02_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1041","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B02_top_region/scan_order_S3R24L64_N24_B02_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1641","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B03_top_region/J2D_S3R24L64_N24_B03_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6421","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B03_top_region/J2D_S3R24L64_N24_B03_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84572","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B03_top_region/J2D_S3R24L64_N24_B03_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B03_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1060","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B03_top_region/scan_order_S3R24L64_N24_B03_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1653","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B04_top_region/J2D_S3R24L64_N24_B04_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6421","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B04_top_region/J2D_S3R24L64_N24_B04_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84572","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B04_top_region/J2D_S3R24L64_N24_B04_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B04_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1046","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B04_top_region/scan_order_S3R24L64_N24_B04_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1641","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B05_top_region/J2D_S3R24L64_N24_B05_top_region.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6421","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B05_top_region/J2D_S3R24L64_N24_B05_top_region.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84572","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B05_top_region/J2D_S3R24L64_N24_B05_top_region.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","172","False","True","False","133","160"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B05_top_region/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1049","False","True","False","122","149"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B05_top_region/scan_order_S3R24L64_N24_B05_top_region.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1639","False","True","False","141","168"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B06_model_disagreement/J2D_S3R24L64_N24_B06_model_disagreement.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B06_model_disagreement/J2D_S3R24L64_N24_B06_model_disagreement.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B06_model_disagreement/J2D_S3R24L64_N24_B06_model_disagreement.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B06_model_disagreement/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1051","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B06_model_disagreement/scan_order_S3R24L64_N24_B06_model_disagreement.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1641","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B07_model_disagreement/J2D_S3R24L64_N24_B07_model_disagreement.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B07_model_disagreement/J2D_S3R24L64_N24_B07_model_disagreement.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B07_model_disagreement/J2D_S3R24L64_N24_B07_model_disagreement.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B07_model_disagreement/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1050","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B07_model_disagreement/scan_order_S3R24L64_N24_B07_model_disagreement.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1640","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B08_model_disagreement/J2D_S3R24L64_N24_B08_model_disagreement.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B08_model_disagreement/J2D_S3R24L64_N24_B08_model_disagreement.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B08_model_disagreement/J2D_S3R24L64_N24_B08_model_disagreement.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B08_model_disagreement/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1046","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B08_model_disagreement/scan_order_S3R24L64_N24_B08_model_disagreement.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1641","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B09_model_disagreement/J2D_S3R24L64_N24_B09_model_disagreement.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B09_model_disagreement/J2D_S3R24L64_N24_B09_model_disagreement.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B09_model_disagreement/J2D_S3R24L64_N24_B09_model_disagreement.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B09_model_disagreement/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1044","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B09_model_disagreement/scan_order_S3R24L64_N24_B09_model_disagreement.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1643","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B10_uncertainty_calibration/J2D_S3R24L64_N24_B10_uncertainty_calibration.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6499","False","True","False","175","202"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B10_uncertainty_calibration/J2D_S3R24L64_N24_B10_uncertainty_calibration.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84585","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B10_uncertainty_calibration/J2D_S3R24L64_N24_B10_uncertainty_calibration.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","185","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B10_uncertainty_calibration/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1056","False","True","False","135","162"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B10_uncertainty_calibration/scan_order_S3R24L64_N24_B10_uncertainty_calibration.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1654","False","True","False","167","194"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B11_uncertainty_calibration/J2D_S3R24L64_N24_B11_uncertainty_calibration.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6499","False","True","False","175","202"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B11_uncertainty_calibration/J2D_S3R24L64_N24_B11_uncertainty_calibration.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84585","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B11_uncertainty_calibration/J2D_S3R24L64_N24_B11_uncertainty_calibration.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","185","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B11_uncertainty_calibration/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1068","False","True","False","135","162"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B11_uncertainty_calibration/scan_order_S3R24L64_N24_B11_uncertainty_calibration.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1662","False","True","False","167","194"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B12_uncertainty_calibration/J2D_S3R24L64_N24_B12_uncertainty_calibration.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6499","False","True","False","175","202"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B12_uncertainty_calibration/J2D_S3R24L64_N24_B12_uncertainty_calibration.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84585","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B12_uncertainty_calibration/J2D_S3R24L64_N24_B12_uncertainty_calibration.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","185","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B12_uncertainty_calibration/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1058","False","True","False","135","162"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B12_uncertainty_calibration/scan_order_S3R24L64_N24_B12_uncertainty_calibration.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1656","False","True","False","167","194"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B13_uncertainty_calibration/J2D_S3R24L64_N24_B13_uncertainty_calibration.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6499","False","True","False","175","202"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B13_uncertainty_calibration/J2D_S3R24L64_N24_B13_uncertainty_calibration.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84585","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B13_uncertainty_calibration/J2D_S3R24L64_N24_B13_uncertainty_calibration.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","185","False","True","False","159","186"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B13_uncertainty_calibration/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1055","False","True","False","135","162"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B13_uncertainty_calibration/scan_order_S3R24L64_N24_B13_uncertainty_calibration.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1653","False","True","False","167","194"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B14_diversity_coverage/J2D_S3R24L64_N24_B14_diversity_coverage.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B14_diversity_coverage/J2D_S3R24L64_N24_B14_diversity_coverage.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B14_diversity_coverage/J2D_S3R24L64_N24_B14_diversity_coverage.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B14_diversity_coverage/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1043","False","True","False","130","157"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B14_diversity_coverage/scan_order_S3R24L64_N24_B14_diversity_coverage.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1633","False","True","False","157","184"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B15_diversity_coverage/J2D_S3R24L64_N24_B15_diversity_coverage.generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","6469","False","True","False","165","192"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B15_diversity_coverage/J2D_S3R24L64_N24_B15_diversity_coverage.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","84580","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B15_diversity_coverage/J2D_S3R24L64_N24_B15_diversity_coverage.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","180","False","True","False","149","176"
"cae_model/stage3_run24_shortlist64_active_learning_calibration_v01/N24S3R24L64_N24_B15_diversity_coverage/run25_case_metadata.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1042","False","True","False","130","157"
