strategy_name,label,category,family,source_file,source_kind,scan_order,has_teacher_metrics,U2,PEEQ,SurfaceT,Gradient,Mises,internal_tensile_stress
mc_extra_019,mc_extra_019,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[29, 10, 0, 24, 19, 13, 28, 21, 20, 15, 6, 25, 4, 17, 31, 23, 9, 11, 30, 22, 12, 1, 3, 16, 18, 27, 7, 2, 26, 8, 14, 5]",True,0.0006134778,0.14366290524601935,0.00962513047123714,0.00010876613293522775,1.9332803626666666,0.00962513047123714
mc_extra_020,mc_extra_020,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[12, 5, 8, 27, 28, 10, 21, 25, 31, 17, 7, 22, 6, 16, 18, 4, 1, 15, 26, 19, 24, 29, 30, 2, 3, 20, 9, 13, 23, 11, 0, 14]",True,0.0006799606,0.14456565864384177,0.014683138259606982,0.00021201753921694394,1.9332812373333335,0.014683138259606982
multi_lag_regular_jump,multi_lag_regular_jump,engineering_baseline,multi_lag,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[25, 31, 21, 15, 26, 30, 22, 11, 2, 6, 16, 10, 20, 29, 24, 14, 5, 1, 9, 19, 28, 23, 13, 4, 0, 8, 18, 12, 3, 7, 17, 27]",True,0.0008417092,0.14568456813693048,0.04548165703987728,0.0010901588335453666,1.9333812479999999,0.04548165703987728
UPB_A03_V01,UPB_A03_V01,engineering_baseline,odd_even,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_next8_U_PEEQ_balanced_v01\UPB_A03_V01\strategy_metadata.json,json:.scan_order,"[0, 2, 4, 6, 8, 10, 18, 20, 22, 12, 14, 16, 24, 26, 28, 30, 1, 3, 19, 21, 23, 5, 7, 9, 11, 13, 15, 17, 25, 27, 29, 31]",True,,0.2416533605999871,,,,
odd_even_interlaced,odd_even_interlaced,engineering_baseline,odd_even,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31]",True,9.97175e-05,0.14772599577903747,0.0035611191593069636,0.00011339107685490055,1.9332781013333333,0.0035611191593069636
formal_raster_left_to_right,formal_raster_left_to_right,engineering_baseline,raster,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\rl_training_v01\outputs\sanity\full48_teacher_labels_loaded_validated.csv,csv:scan_order,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",True,0.795805757420214,0.9959286561486047,,,,3156748.56734376
smartscan_proxy_variance,smartscan_proxy_variance,engineering_baseline,smartscan,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\rl_training_v01\outputs\sanity\full48_teacher_labels_loaded_validated.csv,csv:scan_order,"[0, 31, 15, 23, 7, 27, 19, 11, 3, 29, 17, 25, 13, 21, 9, 5, 1, 30, 16, 24, 12, 20, 8, 4, 28, 14, 18, 2, 22, 26, 10, 6]",True,0.326845242615899,0.05374246770275401,,,,5526915.7775
raster_left_to_right,raster_left_to_right,engineering_baseline,unknown,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",True,0.0009858571,0.17729465350508689,0.012387867289590095,0.0005401665046180826,1.9332828159999997,0.012387867289590095
windowed_max_dispersion,windowed_max_dispersion,engineering_baseline,windowed_max_dispersion,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[14, 18, 10, 22, 7, 25, 4, 28, 16, 1, 31, 12, 19, 3, 26, 6, 23, 9, 29, 15, 0, 30, 11, 20, 2, 27, 5, 24, 8, 21, 13, 17]",True,0.00047719746,0.14047984898090365,0.005773516352188765,2.7378774678803166e-05,1.9332784213333332,0.005773516352188765
GNNU_A01_V01,GNNU_A01_V01,learned_gnn_rl,GNN,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 18, 20, 22, 24, 2, 4, 6, 26, 28, 30, 14, 12, 9, 7, 5, 21, 23, 25, 3, 8, 10, 16, 1, 17, 19, 27, 31, 29, 15, 13, 11]",True,0.00036397835,0.1457993406057358,0.009964506925816862,2.298347153927743e-05,1.9332792746666665,0.009964506925816862
GNNU_A02_V01,GNNU_A02_V01,learned_gnn_rl,GNN,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 21, 23, 25, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 1, 3, 5, 28, 30, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,8.327191e-05,0.14760969549417496,0.007733377617449154,5.673120768881413e-05,1.9332779733333334,0.007733377617449154
GNNU_A03_V01,GNNU_A03_V01,learned_gnn_rl,GNN,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 6, 8, 10, 23, 25, 0, 24, 4, 12, 14, 16, 18, 20, 22, 2, 26, 28, 30, 1, 3, 5, 17, 9, 11, 13, 15, 7, 19, 27, 29, 31]",True,0.00027789903,0.144601993560791,0.019025833378048772,1.5531350096201057e-05,1.933282112,0.019025833378048772
GNNU_A04_V01,GNNU_A04_V01,learned_gnn_rl,GNN,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,6.962782e-05,0.14364630654454233,0.009221491680163061,7.584942528881074e-05,1.9332788053333334,0.009221491680163061
RL20_A01_V01,RL20_A01_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 29, 25, 31, 27, 26, 0, 4, 6, 8, 14, 10, 16, 18, 20, 12, 22, 24, 28, 2, 30]",True,0.00019190836,0.14421599194407464,0.005383534265407555,0.00016340591862085295,1.9332778240000001,0.005383534265407555
RL20_A02_V01,RL20_A02_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 31, 29, 27, 28, 4, 6, 2, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 0, 30]",True,9.16258e-05,0.14671747788786887,0.008133440318706043,0.0003046116409352086,1.9332794666666666,0.008133440318706043
RL20_A03_V01,RL20_A03_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 27, 29, 31, 25, 28, 2, 4, 6, 8, 10, 12, 14, 16, 18, 22, 24, 26, 0, 30, 20]",True,5.92723e-05,0.14460385523736477,0.00712709490378729,0.0003132717784212885,1.9332800426666665,0.00712709490378729
RL20_A04_V01,RL20_A04_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 29, 25, 31, 27, 26, 6, 0, 8, 4, 10, 14, 16, 18, 20, 12, 22, 24, 28, 2, 30]",True,0.00019322826,0.1436456923186779,0.00982634663833394,0.00011722117040353768,1.9332775466666667,0.00982634663833394
RL20_A05_V01,RL20_A05_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 7, 9, 5, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 24, 4, 6, 10, 12, 14, 16, 18, 22, 8, 2, 26, 28, 30, 20]",True,0.00020777684,0.14269850105047227,0.0063147356195263635,5.0372999319082784e-05,1.9332771413333332,0.0063147356195263635
RL20_A06_V01,RL20_A06_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 26, 4, 6, 8, 10, 14, 16, 18, 20, 22, 12, 24, 28, 30, 2]",True,0.00011071401,0.14422725267708303,0.007656376349176463,0.00014591423599804828,1.9332783573333332,0.007656376349176463
RL20_A07_V01,RL20_A07_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 28, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 0, 30]",True,9.814634e-05,0.14676001355051993,0.007520102134047157,0.0003594139747323502,1.9332800426666665,0.007520102134047157
RL20_A08_V01,RL20_A08_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 26, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 2, 30]",True,7.818476e-05,0.14538164369761944,0.005971606857588038,0.00014006494373684864,1.9332778453333335,0.005971606857588038
RL20_A09_V01,RL20_A09_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 4, 24, 0, 6, 10, 12, 14, 16, 18, 22, 8, 2, 26, 28, 30, 20]",True,0.00021868263,0.14266246229410173,0.008714566999184532,7.2839215767507755e-06,1.9332779733333334,0.008714566999184532
RL20_A10_V01,RL20_A10_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 24, 4, 6, 10, 12, 14, 16, 18, 22, 8, 2, 26, 28, 30, 20]",True,0.00019140293,0.14275201991200448,0.006301437695135583,5.41864610398553e-05,1.9332773546666666,0.006301437695135583
RL20_A11_V01,RL20_A11_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 28, 4, 6, 2, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 0, 30]",True,0.00010101545,0.14669538125395776,0.008129188926624687,0.00029887588704585294,1.9332795733333332,0.008129188926624687
RL20_A12_V01,RL20_A12_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 26, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 2, 28, 30]",True,7.80725e-05,0.14524587221443655,0.004854536443741097,0.00011699416693372041,1.9332775466666667,0.004854536443741097
RL20_A13_V01,RL20_A13_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 4, 0, 24, 6, 10, 12, 14, 16, 18, 22, 8, 2, 26, 28, 30, 20]",True,0.00020274305,0.1431130811572075,0.008909754565620442,7.687620711515094e-05,1.9332775253333334,0.008909754565620442
RL20_A14_V01,RL20_A14_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 30, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 0]",True,0.00011135873,0.1468889059126377,0.008190807570670361,0.00041482194875063725,1.9332811520000002,0.008190807570670361
RL20_A15_V01,RL20_A15_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 0, 24, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 2, 26, 28, 30]",True,6.209749e-05,0.14474944666028025,0.004847120051720945,9.198449219108443e-05,1.9332771839999998,0.004847120051720945
RL20_A16_V01,RL20_A16_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 27, 29, 31, 25, 28, 2, 4, 6, 8, 10, 14, 16, 18, 22, 24, 26, 0, 30, 12, 20]",True,0.00015562683,0.1435246416926384,0.007118184220178593,0.00030049911216948705,1.9332797866666667,0.007118184220178593
RL20_A17_V01,RL20_A17_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 29, 25, 31, 27, 26, 6, 0, 8, 4, 14, 10, 16, 18, 20, 12, 22, 24, 28, 2, 30]",True,0.000228659,0.14436792582273483,0.010218202335405964,0.00012167041945091566,1.9332775253333334,0.010218202335405964
RL20_A18_V01,RL20_A18_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 29, 25, 31, 27, 0, 26, 4, 6, 8, 14, 10, 16, 18, 20, 12, 22, 24, 28, 2, 30]",True,0.00018995393,0.14495852276682858,0.005800561352811759,0.00012510206017986737,1.9332778453333335,0.005800561352811759
RL20_A19_V01,RL20_A19_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 13, 11, 15, 17, 19, 21, 23, 25, 27, 29, 31, 30, 2, 4, 6, 8, 10, 28, 14, 16, 18, 20, 22, 24, 26, 12, 0]",True,8.8331086e-05,0.14511676356196407,0.009731331869509056,0.0003979565478507406,1.9332801706666665,0.009731331869509056
RL20_A20_V01,RL20_A20_V01,learned_gnn_rl,RL20,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 25, 23, 27, 29, 31, 2, 26, 0, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 4, 30]",True,9.629112e-05,0.1444332153350115,0.009099611788256471,0.00038122725490404876,1.93328192,0.009099611788256471
RLU2_A01_V01,RLU2_A01_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 1, 30, 28, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,6.2689614e-05,0.14650858119130136,0.010252185816803963,9.478920373476944e-05,1.933278890666667,0.010252185816803963
RLU2_A02_V01,RLU2_A02_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[23, 21, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,7.1907634e-05,0.14360785461962222,0.009216374627044678,7.666006119831485e-05,1.9332787413333332,0.009216374627044678
RLU2_A03_V01,RLU2_A03_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 3, 26, 1, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,7.585464e-05,0.14491948619484904,0.009704640017154717,4.469808956806781e-05,1.9332795733333332,0.009704640017154717
RLU2_A04_V01,RLU2_A04_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 4, 2, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,7.5410426e-05,0.14341441467404367,0.009293613367273506,6.90402833408874e-05,1.9332786346666666,0.009293613367273506
RLU2_A05_V01,RLU2_A05_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 22, 24, 20, 28, 30, 1, 26, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,0.00010262672,0.1460043346881867,0.00983043977159748,0.0003618410756037458,1.9332811733333333,0.00983043977159748
RLU2_A06_V01,RLU2_A06_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 3, 9, 7, 5, 11, 13, 15, 17, 19, 27, 29, 31]",True,0.00010029843,0.14407480850815776,0.009232495759571514,0.00011113291766181995,1.9332785066666667,0.009232495759571514
RLU2_A07_V01,RLU2_A07_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 9, 7, 5, 3, 11, 13, 15, 17, 19, 27, 29, 31]",True,0.00010670486,0.14143726348876953,0.008924416949265025,8.242035635971649e-05,1.93327872,0.008924416949265025
RLU2_A08_V01,RLU2_A08_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 1, 3, 5, 7, 9, 11, 13, 15, 19, 17, 21, 23, 25, 27, 29, 31]",True,8.7065084e-05,0.14715358659625052,0.003562414806526592,0.00011354544447133978,1.933277952,0.003562414806526592
RLU2_A09_V01,RLU2_A09_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 17, 19, 21, 23, 9, 11, 13, 15, 1, 3, 5, 7, 25, 27, 29, 31]",True,0.00012285949,0.14460409156978132,0.005719575762886734,3.872934603753771e-06,1.9332781440000002,0.005719575762886734
RLU2_A10_V01,RLU2_A10_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 26, 24, 22, 28, 30, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31]",True,7.79679e-05,0.1452705431729555,0.0035982425341832933,0.0001135860567497886,1.9332781013333333,0.0035982425341832933
RLU2_A11_V01,RLU2_A11_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 1, 3, 5, 7, 9, 15, 13, 11, 17, 19, 21, 23, 25, 27, 29, 31]",True,6.468859e-05,0.14711030229926111,0.003574617205320186,0.0001225052974919319,1.9332779306666668,0.003574617205320186
RLU2_A12_V01,RLU2_A12_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 28, 26, 24, 30, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31]",True,8.330394e-05,0.14605048537254334,0.003569182966763312,0.00011316022947417447,1.9332780586666667,0.003569182966763312
RLU2_A13_V01,RLU2_A13_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 1, 7, 5, 3, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31]",True,9.39961e-05,0.1472375173866749,0.002622610586442394,0.0001360671749311057,1.9332779733333334,0.002622610586442394
RLU2_A14_V01,RLU2_A14_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 31, 29, 27]",True,0.000101320264,0.1475419221818447,0.003592400590668294,9.207540847775439e-05,1.9332789759999998,0.003592400590668294
RLU2_A15_V01,RLU2_A15_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 12, 10, 8, 14, 16, 18, 20, 24, 22, 28, 30, 1, 26, 3, 5, 7, 9, 11, 13, 15, 17, 19, 27, 29, 31]",True,0.00011784535,0.14322446912527084,0.009190120849780183,0.00019093246070629334,1.933278656,0.009190120849780183
RLU2_A16_V01,RLU2_A16_V01,learned_gnn_rl,RLU2,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[21, 23, 25, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 28, 30, 1, 26, 3, 9, 11, 5, 7, 13, 15, 17, 19, 27, 29, 31]",True,0.00014481484,0.14307736575603486,0.00914206246246902,8.737958506724875e-05,1.9332786773333335,0.00914206246246902
